Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,Prof_Cat
Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,16.1,2,0.2,5.23,AZ,Profit
Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,7.66,4,0.7,-6.12,AZ,Loss
Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,311.98,3,0.2,-42.9,AZ,Loss
Standard Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Storage,61.68,4,0.0,16.65,VA,Profit
Standard Class,Corporate,Chesapeake,Virginia,South,Office Supplies,Binders,63.96,4,0.0,30.7,VA,Profit
Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,359.98,3,0.2,36.0,IL,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,25.34,6,0.2,7.92,IL,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,26.72,5,0.2,9.35,IL,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,30.28,2,0.0,1.21,WA,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,57.93,3,0.0,16.22,WA,Profit
Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,35.34,2,0.0,13.43,WA,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,137.24,5,0.2,46.32,WA,Profit
First Class,Consumer,Harlingen,Texas,Central,Furniture,Bookcases,241.33,5,0.32,-14.2,TX,Loss
First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,5.18,1,0.2,1.88,TX,Profit
First Class,Consumer,Harlingen,Texas,Central,Office Supplies,Art,145.54,7,0.2,16.37,TX,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,5.47,3,0.2,1.64,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,47.98,2,0.2,13.2,PA,Profit
Standard Class,Consumer,Bakersfield,California,West,Office Supplies,Art,9.4,5,0.0,2.73,CA,Profit
Standard Class,Consumer,Bakersfield,California,West,Office Supplies,Labels,74.0,5,0.0,37.0,CA,Profit
Standard Class,Consumer,Bakersfield,California,West,Technology,Phones,201.58,2,0.2,12.6,CA,Profit
Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Envelopes,28.75,3,0.2,9.34,TX,Profit
Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Paper,27.22,3,0.2,9.87,TX,Profit
Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,197.37,2,0.3,-25.38,TX,Loss
Same Day,Consumer,Greenwood,Indiana,Central,Furniture,Chairs,1424.9,5,0.0,356.22,IN,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,14.56,2,0.0,6.26,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.05,1,0.2,1.03,NY,Profit
Second Class,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,25.92,5,0.2,9.07,TN,Profit
Standard Class,Consumer,Buffalo,New York,East,Office Supplies,Supplies,835.17,7,0.0,16.7,NY,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,17.34,3,0.0,8.5,CA,Profit
Standard Class,Consumer,Homestead,Florida,South,Office Supplies,Paper,44.38,1,0.2,15.53,FL,Profit
Standard Class,Consumer,Homestead,Florida,South,Office Supplies,Supplies,2.94,1,0.2,-0.66,FL,Loss
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Art,6.37,2,0.2,1.03,TX,Profit
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,48.85,2,0.2,15.88,TX,Profit
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Paper,19.65,2,0.2,6.63,TX,Profit
Standard Class,Home Office,Pasadena,Texas,Central,Furniture,Chairs,255.11,6,0.3,-18.22,TX,Loss
Second Class,Consumer,Freeport,New York,East,Office Supplies,Binders,17.25,2,0.2,6.04,NY,Profit
Standard Class,Corporate,Denver,Colorado,West,Technology,Phones,159.98,2,0.2,14.0,CO,Profit
Standard Class,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,12.7,2,0.0,5.84,MA,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,5.47,1,0.0,2.35,MI,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Art,79.36,4,0.0,23.81,MI,Profit
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,22.14,3,0.0,6.42,CA,Profit
Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Binders,11.28,3,0.7,-8.65,TN,Loss
Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Art,4.45,2,0.2,0.33,TN,Profit
Standard Class,Consumer,Nashville,Tennessee,South,Furniture,Furnishings,44.76,3,0.2,14.55,TN,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,38.28,6,0.0,17.61,MI,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,149.95,5,0.0,44.98,MI,Profit
First Class,Home Office,Los Angeles,California,West,Office Supplies,Art,12.84,3,0.0,3.47,CA,Profit
First Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,44.67,3,0.0,12.06,CA,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,7.87,3,0.2,0.89,PA,Profit
Second Class,Corporate,Asheville,North Carolina,South,Office Supplies,Art,7.87,3,0.2,0.89,NC,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,88.04,4,0.0,22.89,NY,Profit
First Class,Home Office,Colorado Springs,Colorado,West,Office Supplies,Binders,40.64,7,0.7,-32.51,CO,Loss
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,5.73,8,0.8,-9.16,TX,Loss
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,42.24,10,0.2,13.2,TX,Profit
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,53.82,9,0.0,24.22,CA,Profit
Second Class,Home Office,Sterling Heights,Michigan,Central,Office Supplies,Art,79.36,4,0.0,20.63,MI,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,13.48,2,0.0,6.74,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,29.8,5,0.2,9.31,NY,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,414.0,8,0.0,124.2,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,41.33,7,0.2,14.98,NY,Profit
First Class,Consumer,Richmond,Virginia,South,Furniture,Furnishings,39.92,4,0.0,11.18,VA,Profit
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,8.94,3,0.0,4.11,WA,Profit
Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,84.78,2,0.2,-20.14,WA,Loss
Standard Class,Corporate,New York City,New York,East,Furniture,Tables,53.32,2,0.4,-19.55,NY,Loss
Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,56.52,3,0.0,15.83,NY,Profit
Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,22.77,3,0.0,9.79,WA,Profit
Second Class,Consumer,Los Angeles,California,West,Furniture,Chairs,287.97,4,0.2,-3.6,CA,Loss
Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,2799.96,5,0.2,944.99,CA,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,48.94,1,0.0,24.47,CA,Profit
Standard Class,Consumer,Lakewood,California,West,Furniture,Bookcases,257.5,3,0.15,24.24,CA,Profit
Standard Class,Home Office,Plainfield,New Jersey,East,Office Supplies,Storage,2591.56,4,0.0,621.97,NJ,Profit
Standard Class,Home Office,Plainfield,New Jersey,East,Office Supplies,Appliances,41.95,5,0.0,10.49,NJ,Profit
Standard Class,Corporate,Columbia,Tennessee,South,Furniture,Furnishings,79.12,5,0.2,13.85,TN,Profit
Second Class,Consumer,Woonsocket,Rhode Island,East,Furniture,Furnishings,52.96,2,0.0,20.12,RI,Profit
Standard Class,Consumer,Lancaster,Pennsylvania,East,Office Supplies,Supplies,286.34,3,0.2,-64.43,PA,Loss
Standard Class,Corporate,Tampa,Florida,South,Furniture,Furnishings,63.55,3,0.2,14.3,FL,Profit
Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Supplies,41.38,3,0.2,4.65,FL,Profit
Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Art,172.7,6,0.2,10.79,FL,Profit
Standard Class,Consumer,Kenosha,Wisconsin,Central,Furniture,Bookcases,512.94,3,0.0,97.46,WI,Profit
Standard Class,Consumer,Kenosha,Wisconsin,Central,Furniture,Chairs,860.93,7,0.0,189.4,WI,Profit
Standard Class,Consumer,Kenosha,Wisconsin,Central,Technology,Phones,769.95,5,0.0,223.29,WI,Profit
Standard Class,Consumer,Kenosha,Wisconsin,Central,Office Supplies,Art,14.98,1,0.0,4.49,WI,Profit
Standard Class,Consumer,Kenosha,Wisconsin,Central,Furniture,Furnishings,373.08,6,0.0,82.08,WI,Profit
Second Class,Corporate,Port Saint Lucie,Florida,South,Furniture,Bookcases,231.92,5,0.2,5.8,FL,Profit
Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,63.47,11,0.0,19.04,WA,Profit
Standard Class,Home Office,Seattle,Washington,West,Technology,Accessories,345.0,5,0.0,58.65,WA,Profit
Standard Class,Consumer,San Antonio,Texas,Central,Furniture,Tables,637.9,3,0.3,-127.58,TX,Loss
Standard Class,Consumer,San Antonio,Texas,Central,Technology,Machines,287.91,3,0.4,33.59,TX,Profit
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Envelopes,36.6,3,0.2,11.9,TX,Profit
Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Art,1.78,1,0.0,0.5,GA,Profit
Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Paper,25.92,4,0.0,12.44,GA,Profit
Standard Class,Consumer,Roswell,Georgia,South,Technology,Accessories,101.94,6,0.0,21.41,GA,Profit
Standard Class,Corporate,Louisville,Colorado,West,Office Supplies,Art,6.85,2,0.2,0.6,CO,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,474.43,11,0.0,199.26,CA,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,8.45,2,0.2,2.64,PA,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,39.3,4,0.2,3.93,PA,Profit
Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Art,17.12,4,0.0,4.96,WI,Profit
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Appliances,542.94,3,0.0,152.02,GA,Profit
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Labels,8.64,3,0.0,4.23,GA,Profit
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,193.8,5,0.0,94.96,GA,Profit
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,21.4,5,0.0,9.63,GA,Profit
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,97.88,2,0.0,48.94,GA,Profit
Standard Class,Consumer,Atlanta,Georgia,South,Technology,Accessories,251.91,9,0.0,47.86,GA,Profit
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Appliances,25.86,3,0.0,6.72,GA,Profit
Standard Class,Consumer,Chester,Pennsylvania,East,Furniture,Chairs,170.06,3,0.3,-4.86,PA,Loss
Standard Class,Consumer,Chester,Pennsylvania,East,Technology,Phones,82.78,3,0.4,-15.18,PA,Loss
Standard Class,Consumer,Chester,Pennsylvania,East,Furniture,Chairs,853.93,5,0.3,0.0,PA,Profit
First Class,Corporate,San Francisco,California,West,Furniture,Bookcases,556.66,5,0.15,6.55,CA,Profit
First Class,Corporate,San Francisco,California,West,Technology,Phones,95.84,4,0.2,34.74,CA,Profit
First Class,Corporate,Bedford,Texas,Central,Office Supplies,Paper,29.66,4,0.2,10.01,TX,Profit
First Class,Corporate,Bedford,Texas,Central,Office Supplies,Art,9.18,7,0.2,2.87,TX,Profit
First Class,Corporate,Bedford,Texas,Central,Technology,Phones,153.58,2,0.2,13.44,TX,Profit
First Class,Corporate,Bedford,Texas,Central,Office Supplies,Binders,12.86,8,0.8,-22.51,TX,Loss
Standard Class,Consumer,Lafayette,Louisiana,South,Technology,Machines,479.97,3,0.0,239.98,LA,Profit
Standard Class,Consumer,Lafayette,Louisiana,South,Furniture,Chairs,232.88,4,0.0,60.55,LA,Profit
Standard Class,Home Office,Covington,Washington,West,Office Supplies,Appliances,236.88,6,0.0,66.33,WA,Profit
Standard Class,Home Office,Covington,Washington,West,Office Supplies,Paper,29.9,5,0.0,14.65,WA,Profit
Standard Class,Home Office,Covington,Washington,West,Technology,Accessories,100.0,4,0.0,21.0,WA,Profit
Same Day,Corporate,Lorain,Ohio,East,Office Supplies,Binders,18.69,3,0.7,-14.33,OH,Loss
Same Day,Corporate,Lorain,Ohio,East,Technology,Accessories,383.95,6,0.2,76.79,OH,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,24.82,2,0.2,1.55,IL,Profit
Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,24.9,5,0.0,8.22,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,21.12,4,0.0,9.5,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Technology,Machines,767.95,6,0.2,287.98,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,14.35,3,0.2,4.66,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Technology,Phones,191.98,3,0.2,19.2,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Labels,274.77,9,0.0,126.39,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,70.56,6,0.0,23.99,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,204.85,5,0.0,57.36,CA,Profit
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,9.16,3,0.8,-13.73,TX,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,23.99,2,0.8,-62.38,IL,Loss
First Class,Corporate,New York City,New York,East,Office Supplies,Paper,80.88,3,0.0,39.63,NY,Profit
First Class,Corporate,New York City,New York,East,Technology,Accessories,599.9,10,0.0,191.97,NY,Profit
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,276.69,3,0.0,49.8,NY,Profit
Second Class,Consumer,New York City,New York,East,Furniture,Chairs,172.76,2,0.1,32.63,NY,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,4.22,3,0.2,1.48,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,409.27,2,0.4,-81.85,PA,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,55.44,11,0.2,18.02,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.93,4,0.2,6.8,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,1801.63,6,0.2,-337.81,PA,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,67.18,1,0.4,-20.15,PA,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,646.2,5,0.2,-8.08,IL,Loss
Standard Class,Consumer,Oakland,California,West,Technology,Phones,72.74,7,0.2,-15.46,CA,Loss
Standard Class,Consumer,Oakland,California,West,Furniture,Chairs,572.16,3,0.2,35.76,CA,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,68.11,3,0.2,17.88,IL,Profit
First Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,25.03,3,0.2,7.82,WA,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,39.99,1,0.2,7.5,PA,Profit
First Class,Consumer,Concord,North Carolina,South,Office Supplies,Art,20.02,9,0.2,1.75,NC,Profit
First Class,Consumer,Concord,North Carolina,South,Office Supplies,Supplies,3.1,1,0.2,0.35,NC,Profit
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Fasteners,7.52,5,0.2,1.41,NC,Profit
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Art,10.27,3,0.2,0.9,NC,Profit
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels,47.81,12,0.2,15.54,NC,Profit
Standard Class,Corporate,Charlotte,North Carolina,South,Technology,Phones,978.84,9,0.2,110.12,NC,Profit
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,13.14,9,0.8,-21.68,TX,Loss
First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,10.02,4,0.8,-16.54,TX,Loss
First Class,Consumer,Dallas,Texas,Central,Furniture,Bookcases,156.37,2,0.32,-52.89,TX,Loss
Second Class,Home Office,Indianapolis,Indiana,Central,Technology,Copiers,999.98,2,0.0,449.99,IN,Profit
First Class,Home Office,Broken Arrow,Oklahoma,Central,Technology,Phones,821.94,6,0.0,213.7,OK,Profit
Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,220.06,4,0.2,55.02,FL,Profit
Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,339.14,4,0.2,0.0,FL,Profit
Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Binders,7.04,2,0.0,3.31,NE,Profit
Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Fasteners,5.04,4,0.0,0.2,NE,Profit
Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Paper,116.28,3,0.0,56.98,NE,Profit
First Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,47.98,3,0.2,4.8,NC,Profit
Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Paper,60.05,9,0.2,22.52,OR,Profit
Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Binders,5.02,1,0.7,-3.52,OR,Loss
Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Binders,182.99,3,0.8,-320.24,IL,Loss
Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Paper,10.27,3,0.2,3.21,IL,Profit
First Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,7.86,3,0.7,-6.02,AZ,Loss
Second Class,Corporate,Sacramento,California,West,Technology,Phones,302.38,2,0.2,30.24,CA,Profit
Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,20.95,3,0.2,7.07,CA,Profit
Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,11.78,3,0.2,3.98,CA,Profit
Standard Class,Consumer,Jonesboro,Arkansas,South,Furniture,Bookcases,638.82,9,0.0,172.48,AR,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,20.7,2,0.0,9.94,NY,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Supplies,10.95,3,0.0,3.28,NY,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,14.35,3,0.2,4.66,NY,Profit
First Class,Consumer,Akron,Ohio,East,Office Supplies,Storage,221.02,2,0.2,-55.26,OH,Loss
Standard Class,Consumer,Florence,Kentucky,South,Technology,Machines,3080.0,7,0.0,1416.8,KY,Profit
Standard Class,Consumer,Florence,Kentucky,South,Technology,Accessories,79.96,4,0.0,18.39,KY,Profit
Standard Class,Consumer,Florence,Kentucky,South,Technology,Phones,587.97,3,0.0,170.51,KY,Profit
Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,32.4,5,0.0,15.55,MN,Profit
Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,404.9,5,0.0,16.2,MN,Profit
Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,9449.95,5,0.0,4630.48,MN,Profit
Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,12.94,2,0.0,6.47,MN,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,2.26,1,0.8,-5.21,TX,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,0.44,1,0.8,-1.11,TX,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,146.18,8,0.2,47.51,TX,Profit
Same Day,Home Office,Fremont,Nebraska,Central,Furniture,Furnishings,15.92,2,0.0,7.0,NE,Profit
Standard Class,Consumer,San Diego,California,West,Technology,Phones,159.96,5,0.2,18.0,CA,Profit
Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,13.76,2,0.2,4.64,CA,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.31,2,0.8,-6.9,TX,Loss
Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,13.96,2,0.0,0.28,NY,Profit
Same Day,Consumer,New York City,New York,East,Furniture,Tables,27.41,3,0.4,-14.16,NY,Loss
Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,73.98,2,0.0,19.97,MI,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Bookcases,160.98,1,0.0,20.93,MI,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,17.34,3,0.0,8.5,MI,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,3.28,1,0.0,0.95,MI,Profit
